"Sample","Time","Decoder","Ann Row","Ann Class","Value",
"3568909","3.569 s","I²C","Address/data","Start condition","Start",
"3568937","3.569 s","I²C","Address/data","Address write","Address write: 28",
"3569048","3.569 s","I²C","Address/data","Address write","Write",
"3569084","3.569 s","I²C","Address/data","ACK","ACK",
"3569103","3.569 s","I²C","Address/data","Data write","Data write: 03",
"3569252","3.569 s","I²C","Address/data","ACK","ACK",
"3569287","3.569 s","I²C","Address/data","Repeat start condition","Start repeat",
"3569303","3.569 s","I²C","Address/data","Address read","Address read: 28",
"3569414","3.569 s","I²C","Address/data","Address read","Read",
"3569454","3.569 s","I²C","Address/data","ACK","ACK",
"3569470","3.569 s","I²C","Address/data","Data read","Data read: 80",
"3569597","3.570 s","I²C","Address/data","ACK","ACK",
"3569630","3.570 s","I²C","Address/data","Data read","Data read: 00",
"3569757","3.570 s","I²C","Address/data","NACK","NACK",
"3569797","3.570 s","I²C","Address/data","Stop condition","Stop",
"3569849","3.570 s","I²C","Address/data","Start condition","Start",
"3569877","3.570 s","I²C","Address/data","Address write","Address write: 28",
"3569988","3.570 s","I²C","Address/data","Address write","Write",
"3570025","3.570 s","I²C","Address/data","ACK","ACK",
"3570042","3.570 s","I²C","Address/data","Data write","Data write: 00",
"3570192","3.570 s","I²C","Address/data","ACK","ACK",
"3570211","3.570 s","I²C","Address/data","Data write","Data write: 02",
"3570364","3.570 s","I²C","Address/data","ACK","ACK",
"3570417","3.570 s","I²C","Address/data","Stop condition","Stop",
"3621002","3.621 s","I²C","Address/data","Start condition","Start",
"3621030","3.621 s","I²C","Address/data","Address write","Address write: 28",
"3621141","3.621 s","I²C","Address/data","Address write","Write",
"3621200","3.621 s","I²C","Address/data","ACK","ACK",
"3621219","3.621 s","I²C","Address/data","Data write","Data write: 03",
"3621369","3.621 s","I²C","Address/data","ACK","ACK",
"3621393","3.621 s","I²C","Address/data","Stop condition","Stop",
"3621403","3.621 s","I²C","Address/data","Start condition","Start",
"3621420","3.621 s","I²C","Address/data","Address read","Address read: 28",
"3621531","3.622 s","I²C","Address/data","Address read","Read",
"3621570","3.622 s","I²C","Address/data","ACK","ACK",
"3621587","3.622 s","I²C","Address/data","Data read","Data read: 80",
"3621713","3.622 s","I²C","Address/data","ACK","ACK",
"3621747","3.622 s","I²C","Address/data","Data read","Data read: 00",
"3621874","3.622 s","I²C","Address/data","NACK","NACK",
"3621914","3.622 s","I²C","Address/data","Stop condition","Stop",
"3621965","3.622 s","I²C","Address/data","Start condition","Start",
"3621993","3.622 s","I²C","Address/data","Address write","Address write: 28",
"3622104","3.622 s","I²C","Address/data","Address write","Write",
"3622140","3.622 s","I²C","Address/data","ACK","ACK",
"3622158","3.622 s","I²C","Address/data","Data write","Data write: 00",
"3622309","3.622 s","I²C","Address/data","ACK","ACK",
"3622327","3.622 s","I²C","Address/data","Data write","Data write: 02",
"3622482","3.622 s","I²C","Address/data","ACK","ACK",
"3622521","3.623 s","I²C","Address/data","Stop condition","Stop",
"3673091","3.673 s","I²C","Address/data","Start condition","Start",
"3673119","3.673 s","I²C","Address/data","Address write","Address write: 28",
"3673230","3.673 s","I²C","Address/data","Address write","Write",
"3673265","3.673 s","I²C","Address/data","ACK","ACK",
"3673282","3.673 s","I²C","Address/data","Data write","Data write: 03",
"3673427","3.673 s","I²C","Address/data","ACK","ACK",
"3673462","3.673 s","I²C","Address/data","Repeat start condition","Start repeat",
"3673478","3.673 s","I²C","Address/data","Address read","Address read: 28",
"3673589","3.674 s","I²C","Address/data","Address read","Read",
"3673662","3.674 s","I²C","Address/data","ACK","ACK",
"3673678","3.674 s","I²C","Address/data","Data read","Data read: 80",
"3673805","3.674 s","I²C","Address/data","ACK","ACK",
"3673839","3.674 s","I²C","Address/data","Data read","Data read: 00",
"3673966","3.674 s","I²C","Address/data","NACK","NACK",
"3674005","3.674 s","I²C","Address/data","Stop condition","Stop",
"3674057","3.674 s","I²C","Address/data","Start condition","Start",
"3674085","3.674 s","I²C","Address/data","Address write","Address write: 28",
"3674196","3.674 s","I²C","Address/data","Address write","Write",
"3674255","3.674 s","I²C","Address/data","ACK","ACK",
"3674273","3.674 s","I²C","Address/data","Data write","Data write: 00",
"3674424","3.674 s","I²C","Address/data","ACK","ACK",
"3674440","3.674 s","I²C","Address/data","Data write","Data write: 02",
"3674596","3.675 s","I²C","Address/data","ACK","ACK",
"3674635","3.675 s","I²C","Address/data","Stop condition","Stop",
"3725181","3.725 s","I²C","Address/data","Start condition","Start",
"3725209","3.725 s","I²C","Address/data","Address write","Address write: 28",
"3725320","3.725 s","I²C","Address/data","Address write","Write",
"3725355","3.725 s","I²C","Address/data","ACK","ACK",
"3725372","3.725 s","I²C","Address/data","Data write","Data write: 03",
"3725516","3.726 s","I²C","Address/data","ACK","ACK",
"3725541","3.726 s","I²C","Address/data","Stop condition","Stop",
"3725551","3.726 s","I²C","Address/data","Start condition","Start",
"3725568","3.726 s","I²C","Address/data","Address read","Address read: 28",
"3725679","3.726 s","I²C","Address/data","Address read","Read",
"3725718","3.726 s","I²C","Address/data","ACK","ACK",
"3725735","3.726 s","I²C","Address/data","Data read","Data read: 80",
"3725862","3.726 s","I²C","Address/data","ACK","ACK",
"3725895","3.726 s","I²C","Address/data","Data read","Data read: 00",
"3726021","3.726 s","I²C","Address/data","NACK","NACK",
"3726061","3.726 s","I²C","Address/data","Stop condition","Stop",
"3726113","3.726 s","I²C","Address/data","Start condition","Start",
"3726141","3.726 s","I²C","Address/data","Address write","Address write: 28",
"3726252","3.726 s","I²C","Address/data","Address write","Write",
"3726287","3.726 s","I²C","Address/data","ACK","ACK",
"3726306","3.726 s","I²C","Address/data","Data write","Data write: 00",
"3726451","3.726 s","I²C","Address/data","ACK","ACK",
"3726468","3.726 s","I²C","Address/data","Data write","Data write: 02",
"3726623","3.727 s","I²C","Address/data","ACK","ACK",
"3726679","3.727 s","I²C","Address/data","Stop condition","Stop",
"3777270","3.777 s","I²C","Address/data","Start condition","Start",
"3777298","3.777 s","I²C","Address/data","Address write","Address write: 28",
"3777409","3.777 s","I²C","Address/data","Address write","Write",
"3777456","3.777 s","I²C","Address/data","ACK","ACK",
"3777473","3.777 s","I²C","Address/data","Data write","Data write: 03",
"3777625","3.778 s","I²C","Address/data","ACK","ACK",
"3777660","3.778 s","I²C","Address/data","Repeat start condition","Start repeat",
"3777676","3.778 s","I²C","Address/data","Address read","Address read: 28",
"3777787","3.778 s","I²C","Address/data","Address read","Read",
"3777826","3.778 s","I²C","Address/data","ACK","ACK",
"3777841","3.778 s","I²C","Address/data","Data read","Data read: 80",
"3777968","3.778 s","I²C","Address/data","ACK","ACK",
"3778001","3.778 s","I²C","Address/data","Data read","Data read: 00",
"3778128","3.778 s","I²C","Address/data","NACK","NACK",
"3778168","3.778 s","I²C","Address/data","Stop condition","Stop",
"3778219","3.778 s","I²C","Address/data","Start condition","Start",
"3778247","3.778 s","I²C","Address/data","Address write","Address write: 28",
"3778358","3.778 s","I²C","Address/data","Address write","Write",
"3778395","3.778 s","I²C","Address/data","ACK","ACK",
"3778412","3.778 s","I²C","Address/data","Data write","Data write: 00",
"3778564","3.779 s","I²C","Address/data","ACK","ACK",
"3778581","3.779 s","I²C","Address/data","Data write","Data write: 02",
"3778736","3.779 s","I²C","Address/data","ACK","ACK",
"3778790","3.779 s","I²C","Address/data","Stop condition","Stop",
"8311671","8.312 s","I²C","Address/data","Start condition","Start",
"8311699","8.312 s","I²C","Address/data","Address write","Address write: 28",
"8311810","8.312 s","I²C","Address/data","Address write","Write",
"8311845","8.312 s","I²C","Address/data","ACK","ACK",
"8311862","8.312 s","I²C","Address/data","Data write","Data write: 03",
"8312007","8.312 s","I²C","Address/data","ACK","ACK",
"8312042","8.312 s","I²C","Address/data","Repeat start condition","Start repeat",
"8312058","8.312 s","I²C","Address/data","Address read","Address read: 28",
"8312169","8.312 s","I²C","Address/data","Address read","Read",
"8312237","8.312 s","I²C","Address/data","ACK","ACK",
"8312254","8.312 s","I²C","Address/data","Data read","Data read: 80",
"8312381","8.312 s","I²C","Address/data","ACK","ACK",
"8312414","8.312 s","I²C","Address/data","Data read","Data read: 00",
"8312541","8.313 s","I²C","Address/data","NACK","NACK",
"8312581","8.313 s","I²C","Address/data","Stop condition","Stop",
"8312634","8.313 s","I²C","Address/data","Start condition","Start",
"8312662","8.313 s","I²C","Address/data","Address write","Address write: 28",
"8312773","8.313 s","I²C","Address/data","Address write","Write",
"8312831","8.313 s","I²C","Address/data","ACK","ACK",
"8312848","8.313 s","I²C","Address/data","Data write","Data write: 00",
"8313001","8.313 s","I²C","Address/data","ACK","ACK",
"8313017","8.313 s","I²C","Address/data","Data write","Data write: 02",
"8313172","8.313 s","I²C","Address/data","ACK","ACK",
"8313212","8.313 s","I²C","Address/data","Stop condition","Stop",
"8362737","8.363 s","I²C","Address/data","Start condition","Start",
"8362765","8.363 s","I²C","Address/data","Address write","Address write: 28",
"8362876","8.363 s","I²C","Address/data","Address write","Write",
"8362912","8.363 s","I²C","Address/data","ACK","ACK",
"8362931","8.363 s","I²C","Address/data","Data write","Data write: 03",
"8363074","8.363 s","I²C","Address/data","ACK","ACK",
"8363100","8.363 s","I²C","Address/data","Stop condition","Stop",
"8363110","8.363 s","I²C","Address/data","Start condition","Start",
"8363127","8.363 s","I²C","Address/data","Address read","Address read: 28",
"8363238","8.363 s","I²C","Address/data","Address read","Read",
"8363277","8.363 s","I²C","Address/data","ACK","ACK",
"8363294","8.363 s","I²C","Address/data","Data read","Data read: 80",
"8363421","8.363 s","I²C","Address/data","ACK","ACK",
"8363454","8.363 s","I²C","Address/data","Data read","Data read: 00",
"8363581","8.364 s","I²C","Address/data","NACK","NACK",
"8363620","8.364 s","I²C","Address/data","Stop condition","Stop",
"8363709","8.364 s","I²C","Address/data","Start condition","Start",
"8363737","8.364 s","I²C","Address/data","Address write","Address write: 28",
"8363848","8.364 s","I²C","Address/data","Address write","Write",
"8363884","8.364 s","I²C","Address/data","ACK","ACK",
"8363902","8.364 s","I²C","Address/data","Data write","Data write: 00",
"8364046","8.364 s","I²C","Address/data","ACK","ACK",
"8364064","8.364 s","I²C","Address/data","Data write","Data write: 02",
"8364210","8.364 s","I²C","Address/data","ACK","ACK",
"8364235","8.364 s","I²C","Address/data","Stop condition","Stop",
"8413858","8.414 s","I²C","Address/data","Start condition","Start",
"8413874","8.414 s","I²C","Address/data","Address write","Address write: 28",
"8413985","8.414 s","I²C","Address/data","Address write","Write",
"8414020","8.414 s","I²C","Address/data","ACK","ACK",
"8414038","8.414 s","I²C","Address/data","Data write","Data write: 03",
"8414181","8.414 s","I²C","Address/data","ACK","ACK",
"8414207","8.414 s","I²C","Address/data","Stop condition","Stop",
"8414217","8.414 s","I²C","Address/data","Start condition","Start",
"8414234","8.414 s","I²C","Address/data","Address read","Address read: 28",
"8414345","8.414 s","I²C","Address/data","Address read","Read",
"8414410","8.414 s","I²C","Address/data","ACK","ACK",
"8414427","8.414 s","I²C","Address/data","Data read","Data read: 80",
"8414554","8.415 s","I²C","Address/data","ACK","ACK",
"8414586","8.415 s","I²C","Address/data","Data read","Data read: 00",
"8414713","8.415 s","I²C","Address/data","NACK","NACK",
"8414756","8.415 s","I²C","Address/data","Stop condition","Stop",
"8414821","8.415 s","I²C","Address/data","Start condition","Start",
"8414837","8.415 s","I²C","Address/data","Address write","Address write: 28",
"8414948","8.415 s","I²C","Address/data","Address write","Write",
"8415004","8.415 s","I²C","Address/data","ACK","ACK",
"8415021","8.415 s","I²C","Address/data","Data write","Data write: 00",
"8415173","8.415 s","I²C","Address/data","ACK","ACK",
"8415191","8.415 s","I²C","Address/data","Data write","Data write: 02",
"8415344","8.415 s","I²C","Address/data","ACK","ACK",
"8415383","8.415 s","I²C","Address/data","Stop condition","Stop",
"8464913","8.465 s","I²C","Address/data","Start condition","Start",
"8464941","8.465 s","I²C","Address/data","Address write","Address write: 28",
"8465052","8.465 s","I²C","Address/data","Address write","Write",
"8465087","8.465 s","I²C","Address/data","ACK","ACK",
"8465104","8.465 s","I²C","Address/data","Data write","Data write: 03",
"8465248","8.465 s","I²C","Address/data","ACK","ACK",
"8465273","8.465 s","I²C","Address/data","Stop condition","Stop",
"8465283","8.465 s","I²C","Address/data","Start condition","Start",
"8465300","8.465 s","I²C","Address/data","Address read","Address read: 28",
"8465411","8.465 s","I²C","Address/data","Address read","Read",
"8465450","8.465 s","I²C","Address/data","ACK","ACK",
"8465465","8.465 s","I²C","Address/data","Data read","Data read: 80",
"8465592","8.466 s","I²C","Address/data","ACK","ACK",
"8465625","8.466 s","I²C","Address/data","Data read","Data read: 00",
"8465752","8.466 s","I²C","Address/data","NACK","NACK",
"8465791","8.466 s","I²C","Address/data","Stop condition","Stop",
"8465880","8.466 s","I²C","Address/data","Start condition","Start",
"8465908","8.466 s","I²C","Address/data","Address write","Address write: 28",
"8466019","8.466 s","I²C","Address/data","Address write","Write",
"8466055","8.466 s","I²C","Address/data","ACK","ACK",
"8466073","8.466 s","I²C","Address/data","Data write","Data write: 00",
"8466217","8.466 s","I²C","Address/data","ACK","ACK",
"8466235","8.466 s","I²C","Address/data","Data write","Data write: 02",
"8466380","8.466 s","I²C","Address/data","ACK","ACK",
"8466406","8.466 s","I²C","Address/data","Stop condition","Stop",
"8516022","8.516 s","I²C","Address/data","Start condition","Start",
"8516050","8.516 s","I²C","Address/data","Address write","Address write: 28",
"8516161","8.516 s","I²C","Address/data","Address write","Write",
"8516197","8.516 s","I²C","Address/data","ACK","ACK",
"8516213","8.516 s","I²C","Address/data","Data write","Data write: 03",
"8516357","8.516 s","I²C","Address/data","ACK","ACK",
"8516393","8.516 s","I²C","Address/data","Repeat start condition","Start repeat",
"8516409","8.516 s","I²C","Address/data","Address read","Address read: 28",
"8516520","8.517 s","I²C","Address/data","Address read","Read",
"8516581","8.517 s","I²C","Address/data","ACK","ACK",
"8516598","8.517 s","I²C","Address/data","Data read","Data read: 80",
"8516725","8.517 s","I²C","Address/data","ACK","ACK",
"8516758","8.517 s","I²C","Address/data","Data read","Data read: 00",
"8516885","8.517 s","I²C","Address/data","NACK","NACK",
"8516932","8.517 s","I²C","Address/data","Stop condition","Stop",
"8516985","8.517 s","I²C","Address/data","Start condition","Start",
"8517013","8.517 s","I²C","Address/data","Address write","Address write: 28",
"8517124","8.517 s","I²C","Address/data","Address write","Write",
"8517175","8.517 s","I²C","Address/data","ACK","ACK",
"8517192","8.517 s","I²C","Address/data","Data write","Data write: 00",
"8517343","8.517 s","I²C","Address/data","ACK","ACK",
"8517361","8.517 s","I²C","Address/data","Data write","Data write: 02",
"8517517","8.518 s","I²C","Address/data","ACK","ACK",
"8517554","8.518 s","I²C","Address/data","Stop condition","Stop",
"8567088","8.567 s","I²C","Address/data","Start condition","Start",
"8567116","8.567 s","I²C","Address/data","Address write","Address write: 28",
"8567227","8.567 s","I²C","Address/data","Address write","Write",
"8567262","8.567 s","I²C","Address/data","ACK","ACK",
"8567280","8.567 s","I²C","Address/data","Data write","Data write: 03",
"8567423","8.567 s","I²C","Address/data","ACK","ACK",
"8567459","8.567 s","I²C","Address/data","Repeat start condition","Start repeat",
"8567475","8.567 s","I²C","Address/data","Address read","Address read: 28",
"8567586","8.568 s","I²C","Address/data","Address read","Read",
"8567626","8.568 s","I²C","Address/data","ACK","ACK",
"8567640","8.568 s","I²C","Address/data","Data read","Data read: 80",
"8567767","8.568 s","I²C","Address/data","ACK","ACK",
"8567832","8.568 s","I²C","Address/data","Data read","Data read: 00",
"8567959","8.568 s","I²C","Address/data","NACK","NACK",
"8568034","8.568 s","I²C","Address/data","Stop condition","Stop",
"8568087","8.568 s","I²C","Address/data","Start condition","Start",
"8568115","8.568 s","I²C","Address/data","Address write","Address write: 28",
"8568226","8.568 s","I²C","Address/data","Address write","Write",
"8568262","8.568 s","I²C","Address/data","ACK","ACK",
"8568280","8.568 s","I²C","Address/data","Data write","Data write: 00",
"8568430","8.568 s","I²C","Address/data","ACK","ACK",
"8568446","8.568 s","I²C","Address/data","Data write","Data write: 02",
"8568602","8.569 s","I²C","Address/data","ACK","ACK",
"8568642","8.569 s","I²C","Address/data","Stop condition","Stop",
"8618198","8.618 s","I²C","Address/data","Start condition","Start",
"8618226","8.618 s","I²C","Address/data","Address write","Address write: 28",
"8618337","8.618 s","I²C","Address/data","Address write","Write",
"8618372","8.618 s","I²C","Address/data","ACK","ACK",
"8618389","8.618 s","I²C","Address/data","Data write","Data write: 03",
"8618533","8.619 s","I²C","Address/data","ACK","ACK",
"8618568","8.619 s","I²C","Address/data","Repeat start condition","Start repeat",
"8618585","8.619 s","I²C","Address/data","Address read","Address read: 28",
"8618696","8.619 s","I²C","Address/data","Address read","Read",
"8618757","8.619 s","I²C","Address/data","ACK","ACK",
"8618774","8.619 s","I²C","Address/data","Data read","Data read: 80",
"8618901","8.619 s","I²C","Address/data","ACK","ACK",
"8618934","8.619 s","I²C","Address/data","Data read","Data read: 00",
"8619060","8.619 s","I²C","Address/data","NACK","NACK",
"8619108","8.619 s","I²C","Address/data","Stop condition","Stop",
"8619161","8.619 s","I²C","Address/data","Start condition","Start",
"8619189","8.619 s","I²C","Address/data","Address write","Address write: 28",
"8619300","8.619 s","I²C","Address/data","Address write","Write",
"8619351","8.619 s","I²C","Address/data","ACK","ACK",
"8619370","8.619 s","I²C","Address/data","Data write","Data write: 00",
"8619520","8.620 s","I²C","Address/data","ACK","ACK",
"8619537","8.620 s","I²C","Address/data","Data write","Data write: 02",
"8619692","8.620 s","I²C","Address/data","ACK","ACK",
"8619732","8.620 s","I²C","Address/data","Stop condition","Stop",
"8669264","8.669 s","I²C","Address/data","Start condition","Start",
"8669292","8.669 s","I²C","Address/data","Address write","Address write: 28",
"8669403","8.669 s","I²C","Address/data","Address write","Write",
"8669438","8.669 s","I²C","Address/data","ACK","ACK",
"8669455","8.669 s","I²C","Address/data","Data write","Data write: 03",
"8669599","8.670 s","I²C","Address/data","ACK","ACK",
"8669635","8.670 s","I²C","Address/data","Repeat start condition","Start repeat",
"8669651","8.670 s","I²C","Address/data","Address read","Address read: 28",
"8669762","8.670 s","I²C","Address/data","Address read","Read",
"8669801","8.670 s","I²C","Address/data","ACK","ACK",
"8669816","8.670 s","I²C","Address/data","Data read","Data read: 80",
"8669943","8.670 s","I²C","Address/data","ACK","ACK",
"8669976","8.670 s","I²C","Address/data","Data read","Data read: 00",
"8670103","8.670 s","I²C","Address/data","NACK","NACK",
"8670143","8.670 s","I²C","Address/data","Stop condition","Stop",
"8670231","8.670 s","I²C","Address/data","Start condition","Start",
"8670259","8.670 s","I²C","Address/data","Address write","Address write: 28",
"8670370","8.670 s","I²C","Address/data","Address write","Write",
"8670406","8.670 s","I²C","Address/data","ACK","ACK",
"8670424","8.670 s","I²C","Address/data","Data write","Data write: 00",
"8670568","8.671 s","I²C","Address/data","ACK","ACK",
"8670586","8.671 s","I²C","Address/data","Data write","Data write: 02",
"8670732","8.671 s","I²C","Address/data","ACK","ACK",
"8670757","8.671 s","I²C","Address/data","Stop condition","Stop",
"8720373","8.720 s","I²C","Address/data","Start condition","Start",
"8720401","8.720 s","I²C","Address/data","Address write","Address write: 28",
"8720512","8.721 s","I²C","Address/data","Address write","Write",
"8720548","8.721 s","I²C","Address/data","ACK","ACK",
"8720565","8.721 s","I²C","Address/data","Data write","Data write: 03",
"8720709","8.721 s","I²C","Address/data","ACK","ACK",
"8720734","8.721 s","I²C","Address/data","Stop condition","Stop",
"8720744","8.721 s","I²C","Address/data","Start condition","Start",
"8720761","8.721 s","I²C","Address/data","Address read","Address read: 28",
"8720872","8.721 s","I²C","Address/data","Address read","Read",
"8720941","8.721 s","I²C","Address/data","ACK","ACK",
"8720956","8.721 s","I²C","Address/data","Data read","Data read: 80",
"8721083","8.721 s","I²C","Address/data","ACK","ACK",
"8721117","8.721 s","I²C","Address/data","Data read","Data read: 00",
"8721243","8.721 s","I²C","Address/data","NACK","NACK",
"8721283","8.721 s","I²C","Address/data","Stop condition","Stop",
"8721336","8.721 s","I²C","Address/data","Start condition","Start",
"8721364","8.721 s","I²C","Address/data","Address write","Address write: 28",
"8721475","8.721 s","I²C","Address/data","Address write","Write",
"8721535","8.722 s","I²C","Address/data","ACK","ACK",
"8721553","8.722 s","I²C","Address/data","Data write","Data write: 00",
"8721704","8.722 s","I²C","Address/data","ACK","ACK",
"8721722","8.722 s","I²C","Address/data","Data write","Data write: 02",
"8721876","8.722 s","I²C","Address/data","ACK","ACK",
"8721915","8.722 s","I²C","Address/data","Stop condition","Stop",
"8771451","8.771 s","I²C","Address/data","Start condition","Start",
"8771467","8.771 s","I²C","Address/data","Address write","Address write: 28",
"8771578","8.772 s","I²C","Address/data","Address write","Write",
"8771614","8.772 s","I²C","Address/data","ACK","ACK",
"8771631","8.772 s","I²C","Address/data","Data write","Data write: 03",
"8771775","8.772 s","I²C","Address/data","ACK","ACK",
"8771800","8.772 s","I²C","Address/data","Stop condition","Stop",
"8771810","8.772 s","I²C","Address/data","Start condition","Start",
"8771827","8.772 s","I²C","Address/data","Address read","Address read: 28",
"8771938","8.772 s","I²C","Address/data","Address read","Read",
"8771976","8.772 s","I²C","Address/data","ACK","ACK",
"8771992","8.772 s","I²C","Address/data","Data read","Data read: 80",
"8772119","8.772 s","I²C","Address/data","ACK","ACK",
"8772152","8.772 s","I²C","Address/data","Data read","Data read: 00",
"8772279","8.772 s","I²C","Address/data","NACK","NACK",
"8772318","8.772 s","I²C","Address/data","Stop condition","Stop",
"8772407","8.772 s","I²C","Address/data","Start condition","Start",
"8772435","8.772 s","I²C","Address/data","Address write","Address write: 28",
"8772546","8.773 s","I²C","Address/data","Address write","Write",
"8772582","8.773 s","I²C","Address/data","ACK","ACK",
"8772600","8.773 s","I²C","Address/data","Data write","Data write: 00",
"8772744","8.773 s","I²C","Address/data","ACK","ACK",
"8772762","8.773 s","I²C","Address/data","Data write","Data write: 02",
"8772907","8.773 s","I²C","Address/data","ACK","ACK",
"8772933","8.773 s","I²C","Address/data","Stop condition","Stop",
"8822549","8.823 s","I²C","Address/data","Start condition","Start",
"8822577","8.823 s","I²C","Address/data","Address write","Address write: 28",
"8822688","8.823 s","I²C","Address/data","Address write","Write",
"8822723","8.823 s","I²C","Address/data","ACK","ACK",
"8822740","8.823 s","I²C","Address/data","Data write","Data write: 03",
"8822884","8.823 s","I²C","Address/data","ACK","ACK",
"8822920","8.823 s","I²C","Address/data","Repeat start condition","Start repeat",
"8822936","8.823 s","I²C","Address/data","Address read","Address read: 28",
"8823047","8.823 s","I²C","Address/data","Address read","Read",
"8823119","8.823 s","I²C","Address/data","ACK","ACK",
"8823134","8.823 s","I²C","Address/data","Data read","Data read: 80",
"8823261","8.823 s","I²C","Address/data","ACK","ACK",
"8823294","8.823 s","I²C","Address/data","Data read","Data read: 00",
"8823420","8.823 s","I²C","Address/data","NACK","NACK",
"8823460","8.823 s","I²C","Address/data","Stop condition","Stop",
"8823512","8.824 s","I²C","Address/data","Start condition","Start",
"8823540","8.824 s","I²C","Address/data","Address write","Address write: 28",
"8823651","8.824 s","I²C","Address/data","Address write","Write",
"8823713","8.824 s","I²C","Address/data","ACK","ACK",
"8823731","8.824 s","I²C","Address/data","Data write","Data write: 00",
"8823882","8.824 s","I²C","Address/data","ACK","ACK",
"8823900","8.824 s","I²C","Address/data","Data write","Data write: 02",
"8824055","8.824 s","I²C","Address/data","ACK","ACK",
"8824091","8.824 s","I²C","Address/data","Stop condition","Stop",
"8873615","8.874 s","I²C","Address/data","Start condition","Start",
"8873643","8.874 s","I²C","Address/data","Address write","Address write: 28",
"8873754","8.874 s","I²C","Address/data","Address write","Write",
"8873789","8.874 s","I²C","Address/data","ACK","ACK",
"8873806","8.874 s","I²C","Address/data","Data write","Data write: 03",
"8873950","8.874 s","I²C","Address/data","ACK","ACK",
"8873986","8.874 s","I²C","Address/data","Repeat start condition","Start repeat",
"8874002","8.874 s","I²C","Address/data","Address read","Address read: 28",
"8874113","8.874 s","I²C","Address/data","Address read","Read",
"8874152","8.874 s","I²C","Address/data","ACK","ACK",
"8874167","8.874 s","I²C","Address/data","Data read","Data read: 40",
"8874294","8.874 s","I²C","Address/data","ACK","ACK",
"8874327","8.874 s","I²C","Address/data","Data read","Data read: 00",
"8874454","8.874 s","I²C","Address/data","NACK","NACK",
"8874494","8.874 s","I²C","Address/data","Stop condition","Stop",
"8874583","8.875 s","I²C","Address/data","Start condition","Start",
"8874611","8.875 s","I²C","Address/data","Address write","Address write: 28",
"8874722","8.875 s","I²C","Address/data","Address write","Write",
"8874757","8.875 s","I²C","Address/data","ACK","ACK",
"8874776","8.875 s","I²C","Address/data","Data write","Data write: 00",
"8874920","8.875 s","I²C","Address/data","ACK","ACK",
"8874938","8.875 s","I²C","Address/data","Data write","Data write: 02",
"8875083","8.875 s","I²C","Address/data","ACK","ACK",
"8875108","8.875 s","I²C","Address/data","Stop condition","Stop",
"8924725","8.925 s","I²C","Address/data","Start condition","Start",
"8924753","8.925 s","I²C","Address/data","Address write","Address write: 28",
"8924864","8.925 s","I²C","Address/data","Address write","Write",
"8924899","8.925 s","I²C","Address/data","ACK","ACK",
"8924916","8.925 s","I²C","Address/data","Data write","Data write: 03",
"8925060","8.925 s","I²C","Address/data","ACK","ACK",
"8925085","8.925 s","I²C","Address/data","Stop condition","Stop",
"8925095","8.925 s","I²C","Address/data","Start condition","Start",
"8925112","8.925 s","I²C","Address/data","Address read","Address read: 28",
"8925223","8.925 s","I²C","Address/data","Address read","Read",
"8925292","8.925 s","I²C","Address/data","ACK","ACK",
"8925308","8.925 s","I²C","Address/data","Data read","Data read: 40",
"8925435","8.925 s","I²C","Address/data","ACK","ACK",
"8925467","8.925 s","I²C","Address/data","Data read","Data read: 00",
"8925594","8.926 s","I²C","Address/data","NACK","NACK",
"8925635","8.926 s","I²C","Address/data","Stop condition","Stop",
"8925688","8.926 s","I²C","Address/data","Start condition","Start",
"8925716","8.926 s","I²C","Address/data","Address write","Address write: 28",
"8925827","8.926 s","I²C","Address/data","Address write","Write",
"8925887","8.926 s","I²C","Address/data","ACK","ACK",
"8925904","8.926 s","I²C","Address/data","Data write","Data write: 00",
"8926055","8.926 s","I²C","Address/data","ACK","ACK",
"8926073","8.926 s","I²C","Address/data","Data write","Data write: 02",
"8926228","8.926 s","I²C","Address/data","ACK","ACK",
"8926264","8.926 s","I²C","Address/data","Stop condition","Stop",
"8975791","8.976 s","I²C","Address/data","Start condition","Start",
"8975819","8.976 s","I²C","Address/data","Address write","Address write: 28",
"8975930","8.976 s","I²C","Address/data","Address write","Write",
"8975965","8.976 s","I²C","Address/data","ACK","ACK",
"8975982","8.976 s","I²C","Address/data","Data write","Data write: 03",
"8976127","8.976 s","I²C","Address/data","ACK","ACK",
"8976161","8.976 s","I²C","Address/data","Repeat start condition","Start repeat",
"8976178","8.976 s","I²C","Address/data","Address read","Address read: 28",
"8976289","8.976 s","I²C","Address/data","Address read","Read",
"8976328","8.976 s","I²C","Address/data","ACK","ACK",
"8976343","8.976 s","I²C","Address/data","Data read","Data read: 40",
"8976470","8.976 s","I²C","Address/data","ACK","ACK",
"8976502","8.977 s","I²C","Address/data","Data read","Data read: 00",
"8976629","8.977 s","I²C","Address/data","NACK","NACK",
"8976669","8.977 s","I²C","Address/data","Stop condition","Stop",
"8976756","8.977 s","I²C","Address/data","Start condition","Start",
"8976784","8.977 s","I²C","Address/data","Address write","Address write: 28",
"8976895","8.977 s","I²C","Address/data","Address write","Write",
"8976930","8.977 s","I²C","Address/data","ACK","ACK",
"8976949","8.977 s","I²C","Address/data","Data write","Data write: 00",
"8977093","8.977 s","I²C","Address/data","ACK","ACK",
"8977111","8.977 s","I²C","Address/data","Data write","Data write: 02",
